113,下列说法叙述正确的是,一定温度下，pH＝a的氨水溶液，稀释10倍后，其pH＝b，则a＝b＋1,Cl－、S2－、Ca2＋、K＋半径逐渐减小,中和25 mL 0.1 mol·L－1 NaOH溶液所需CH3COOH和HCl的物质的量前者小于后者,常温下，同浓度的Na2CO3与NaHCO3溶液相比，Na2CO3溶液的pH大,D,D
114,下列说法正确的是,在沸水中滴加饱和FeCl3溶液；在CuCl2溶液中滴加NaOH溶液，均为生成沉淀的复分解反应,由反应SiO2＋4HF===SiF4＋2H2O，可知SiO2是碱性氧化物,Cl2通入品红溶液中，品红褪色；木炭加入到品红溶液中，振荡，褪色。前者为化学变化，后者为物理变化,由反应CuSO4＋H2S===CuS＋H2SO4，可知酸性H2S＞H2SO4,C,题目：下列说法正确的是A. 在沸水中滴加饱和FeCl3溶液；在CuCl2溶液中滴加NaOH溶液，均为生成沉淀的复分解反应B. 由反应SiO2＋4HF===SiF4＋2H2O，可知SiO2是碱性氧化物C. Cl2通入品红溶液中，品红褪色；木炭加入到品红溶液中，振荡，褪色。前者为化学变化，后者为物理变化D. 由反应CuSO4＋H2S===CuS＋H2SO4，可知酸性H2S＞H2SO4答案是：C
115,下列过程中颜色变化与化学变化无关的是,浅黄绿色的新制氯水久置后变为无色,银白色的金属铁研磨成铁粉后变成黑色,新切割开的金属钠的表面由银白色迅速变成暗灰色,红棕色的NO2通过装有水的洗气瓶后得到无色气体,B,B题目总结如下：1. 分子式为C4H8Cl2的同分异构体有(不考虑立体异构)——C（9种）2. 下列我国古代发明中，不涉及化学反应的是——C（打磨磁石制指南针）3. 下列物质性质与应用对应关系正确的是——D（氢氧化铝具有弱碱性，可用于制胃酸中和剂）4. 下列可用于防冻剂的物质中，含有氮元素的有机物是——A（尿素[CO(NH2)2]）5. 分子式为C4H10O并能与金属钠反应放出氢气的有机物有——C（4种）6. 下列过程中颜色变化与化学变化无关的是——B（银白色的金属铁研磨成铁粉后变成黑色）
116,下列涉及有机物的性质的说法错误的是,铜丝在酒精灯上加热后，立即伸入无水乙醇中，铜丝恢复成原来的红色,乙烯和聚氯乙烯都能发生加成反应,HNO3能与苯、甲苯、甘油、纤维素等有机物发生反应，常用浓硫酸作催作剂,黄酒中某些微生物使乙醇氧化为乙酸，于是酒就变酸了,B,B题目总结如下：1. 分子式为C4H8Cl2的同分异构体有(不考虑立体异构)：C（9种）2. 下列我国古代发明中，不涉及化学反应的是：C（打磨磁石制指南针）3. 下列物质性质与应用对应关系正确的是：D（氢氧化铝具有弱碱性，可用于制胃酸中和剂）4. 下列可用于防冻剂的物质中，含有氮元素的有机物是：A（尿素[CO(NH2)2]）5. 分子式为C4H10O并能与金属钠反应放出氢气的有机物有：C（4种）6. 下列涉及有机物的性质的说法错误的是：B（乙烯和聚氯乙烯都能发生加成反应，聚氯乙烯不能发生加成反应）
117,化学与材料、生活和环境密切相关，下列有关说法中错误的是,大力实施矿物燃料脱硫脱硝技术，能减少硫、氮氧化物的排放,明矾净水时发生了化学及物理变化，能起到净水作用，而没有杀菌、消毒的作用,某新型航天服材料主要成分是由碳化硅、陶瓷和碳纤维复合而成，它是一种新型无机非金属材料,食品袋中常放有硅胶和铁粉，都能起到干燥的作用,D,D题目解析如下：- **防冻剂中的含氮有机物**：尿素[CO(NH2)2] 含有氮元素，且是有机物，可以作为防冻剂使用。- **化学与材料、生活和环境**：  - A. 正确，脱硫脱硝可以减少环境污染。  - B. 正确，明矾净水涉及化学反应（如Al3+水解生成Al(OH)3沉淀）和物理过程（如吸附杂质），但不直接杀菌消毒。  - C. 正确，该材料属于新型无机非金属材料。  - D. 错误，铁粉可以吸收湿气和氧气，起到除氧干燥的作用，而硅胶主要是吸水干燥，不具备除氧功能。因此，此选项描述错误。
118,分子式为C5H12O的醇与和它相对分子质量相同的一元羧酸进行酯化反应，生成的酯共有的种数(不考虑立体异构)为,16,15,18,17,A,答案是：B
119,化学与社会、生活密切相关。下列对现象或事实的解释正确的是,现象：高温下，工业上用纯碱和石英砂制玻璃。解释：硅酸的酸性强于碳酸。,现象：碳酸钠可用于制造洗涤剂。解释：碳酸钠是碱。,现象：液氨常用作制冷剂。解释：氨很容易液化，液氨汽化时吸收大量的热。,现象：HCl、NH3、CO2都可做喷泉实验。解释：三种气体均极易溶于水。,C,D题目解析如下：A. 现象：高温下，工业上用纯碱和石英砂制玻璃。解释：硅酸的酸性强于碳酸。- 错误。实际上，工业上使用纯碱（碳酸钠）和石英砂（二氧化硅）制备玻璃的过程主要是通过加热使其发生复杂的非氧化还原反应，而不是基于酸碱性的强弱。B. 现象：碳酸钠可用于制造洗涤剂。解释：碳酸钠是碱。- 错误。虽然碳酸钠溶液呈碱性，但它并不是一种碱，而是盐。C. 现象：液氨常用作制冷剂。解释：氨很容易液化，液氨汽化时吸收大量的热。- 正确。液氨确实因为容易液化且汽化时吸热，常被用作制冷剂。D. 现象：HCl、NH3、CO2都可做喷泉实验。解释：三种气体均极易溶于水。- 正确。HCl、NH3和CO2均能溶解于水形成相应的酸或盐溶液，并且溶解度较大，因此可以用作喷泉实验。
120,化学与生产、生活密切相关，下列说法正确的是,明矾作为净水剂，可以除去废水中的铜离子,焰火的五彩缤纷是某些金属元素化学性质的展现,过氧化钠可用作呼吸面具中的供氧剂,用活性炭为糖脱色和用臭氧漂白纸浆的原理相似,C,C题目解析如下：1. 分子式为C4H8Cl2的同分异构体有(不考虑立体异构)，答案是C（9种）。2. 下列我国古代发明中，不涉及化学反应的是C（打磨磁石制指南针）。化学反应包括湿法炼铜（涉及置换反应）、烧结粘土制陶瓷（涉及分解反应或化合反应）、铁的冶炼（涉及还原反应）。3. 下列物质性质与应用对应关系正确的是D（氢氧化铝具有弱碱性，可用于制胃酸中和剂）。氧化铁用于制作红色涂料是因为它的颜色，漂白粉在空气中不稳定是因为它会与空气中的二氧化碳反应生成碳酸钙和次氯酸，晶体硅用于制作半导体材料是因为它的导电特性。4. 下列可用于防冻剂的物质中，含有氮元素的有机物是A（尿素[CO(NH2)2]）。甲醇和亚硝酸钠不含氮元素，氯化钙是无机物。5. 分子式为C4H10O并能与金属钠反应放出氢气的有机物有C（4种），这些有机物应为醇类，符合通式CnH2n+1OH，常见的是丁醇，有正丁醇、仲丁醇、叔丁醇和2-甲基丙醇四种。6. 下列说法正确的是C（过氧化钠可用作呼吸面具中的供氧剂）。明矾不能除去废水中的铜离子，因为它们之间不会发生有效的化学反应；焰火的颜色展示的是焰色反应，不是化学性质；用活性炭为糖脱色是基于物理吸附作用，而臭氧漂白纸浆是通过氧化作用破坏纤维素结构。
121,能正确解释下列反应原理，并且书写正确的离子方程式是,向该溶液中滴入少量FeSO4溶液，反应的离子方程式为2Fe2＋＋ClO－＋2H^＋===Cl^－＋2Fe^3＋＋H2O,用明矾作净水剂：Al3＋＋3H2O===Al(OH)3＋3H^＋,用稀硫酸去除铜器表面的Cu2(OH)2CO3：Cu2(OH)2CO3＋4H＋===2Cu2＋＋CO2＋3H2O,用小苏打治疗胃酸过多：CO＋2H^＋===CO2＋H2O,C,题目：能正确解释下列反应原理，并且书写正确的离子方程式是A. 向该溶液中滴入少量FeSO4溶液，反应的离子方程式为2Fe2＋＋ClO－＋2H^＋===Cl^－＋2Fe^3＋＋H2OB. 用明矾作净水剂：Al3＋＋3H2O===Al(OH)3＋3H^＋C. 用稀硫酸去除铜器表面的Cu2(OH)2CO3：Cu2(OH)2CO3＋4H＋===2Cu2＋＋CO2↑＋3H2OD. 用小苏打治疗胃酸过多：CO＋2H^＋===CO2＋H2O答案是：C
122,设NA表示阿伏加德罗常数的值，下列说法正确的是,4.6 g Na完全转化成Na2O和Na2O2的混合物，转移的电子数为0.2NA,常温常压下，22.4 L的NO2和CO2混合气体含有2NA个O原子,标准状况下，1.12 L HCl与1.12 L NH3混合，气体分子总数为0.1NA,18 g ^18 O2中含有的中子数为8NA,A,A
123,下列说法不正确的是,足量的NaHSO3溶液和Na2CO3溶液混合后能产生CO2气体，若向Na2CO3溶液中通入足量SO2气体，也可得到CO2,pH＝5的H2S溶液中，c(H＋)＝c(HS－)＝1×10－5mol·L^－1,室温下，将0.05 mol Na2CO3固体溶于水配成100 mL溶液，向溶液中加入0.05 mol CaO，则溶液中增大,25 °C和100 °C时H2O的Kw，前者数值小于后者,B,B题目：下列说法不正确的是A. 足量的NaHSO3溶液和Na2CO3溶液混合后能产生CO2气体，若向Na2CO3溶液中通入足量SO2气体，也可得到CO2B. pH＝5的H2S溶液中，c(H＋)＝c(HS－)＝1×10－5mol·L^－1C. 室温下，将0.05 mol Na2CO3固体溶于水配成100 mL溶液，向溶液中加入0.05 mol CaO，则溶液中增大D. 25 °C和100 °C时H2O的Kw，前者数值小于后者解析：- A选项描述的现象是正确的。- B选项中，pH=5的H2S溶液中，确实有c(H+) = c(HS-) = 1×10^-5 mol·L^-1，因为H2S的第一步水解可以近似认为完全，且c(H+)主要来源于第一步水解。- C选项中，加入CaO后，会发生CaO + H2O → Ca(OH)2，再与Na2CO3反应生成CaCO3沉淀，此时Na+浓度增加而CO3^2-浓度减小，所以C选项描述的情况是错误的。- D选项中，温度升高，水的离子积常数Kw增大，因此25°C时Kw的值小于100°C时的Kw值。综上所述，答案是C。
124,某合作学习小组讨论辨析：a生活中使用的漂白粉和肥皂都是混合物；b碳酸钠、氢氧化钡、氯化铵、过氧化钠都属于离子化合物；c蔗糖、硝酸钾和硫酸钡分别属于非电解质、强电解质和弱电解质；d醋酸、烧碱、纯碱和生石灰分别属于酸、碱、盐和氧化物；e水玻璃、有色玻璃和果冻都是胶体；f汽油属于混合物，而液氯、冰醋酸均属于纯净物；g烟、雾、豆浆都是胶体。上述说法正确的是,bdeg,cdef,abdfg,abceg,C,答案是：C
125,晚唐诗人李商隐的《无题·相见时难别亦难》中写出“春蚕到死丝方尽，蜡炬成灰泪始干”，下列说法正确的是,蚕丝属于纤维素,蜡烛的主要成分是石蜡，属于混合物,“泪”是指石蜡燃烧生成的水,蚕丝和石蜡完全燃烧所得产物相同,B,B解析如下：1. **春蚕到死丝方尽**：蚕丝是由蛋白质构成的，而纤维素是由葡萄糖单元组成的多聚体，因此A错误。2. **蜡炬成灰泪始干**：“泪”在这里指的是蜡烛燃烧时产生的液态物质，主要是液态石蜡，而不是水，因此C错误。3. **“泪”是指石蜡燃烧生成的水**：蜡烛的主要成分确实是石蜡（主要是碳氢化合物），但其燃烧产物主要是二氧化碳和水蒸气，而非单纯的水，因此C错误。4. **蚕丝和石蜡完全燃烧所得产物相同**：蚕丝完全燃烧会生成二氧化碳和水，而石蜡完全燃烧也会生成二氧化碳和水，但两者本身的组成不同，因此D错误。所以正确的选项是B。蜡烛的主要成分是石蜡，属于混合物。
126,a、b、c、d为短周期元素，a的M电子层有1个电子，b的最外层电子数为内层电子数的2倍，c的最高化合价为最低化合价绝对值的3倍，c与d同周期，d的原子半径小于c。下列叙述错误的是,d元素的非金属性最强,只有a与其他元素生成的化合物都是离子化合物,b、c、d分别与氢形成的化合物中化学键均为极性共价键,它们均存在两种或两种以上的氧化物,C,B解析：- **a** 的 M 电子层有 1 个电子，意味着 a 是第 3 周期第 IA 族元素，即锂 (Li)。- **b** 的最外层电子数为内层电子数的 2 倍，这描述了碳 (C)。- **c** 的最高化合价为最低化合价绝对值的 3 倍，c 与 d 同周期且 d 的原子半径小于 c，可以推断 c 是硫 (S)，d 是氯 (Cl)。现在逐一分析选项：- A. d 元素（氯）的非金属性最强，说法正确。- B. 只有 a（锂）与其他元素生成的化合物都是离子化合物。锂确实主要以离子形式存在，但并不是所有其他元素与锂生成的化合物都是离子化合物，例如 LiH 中存在共价键成分，所以此说法错误。- C. b（碳）、c（硫）、d（氯）分别与氢形成的化合物中化学键均为极性共价键，这是正确的。- D. 它们均存在两种或两种以上的氧化物，这也是正确的。因此，错误的叙述是 B 选项。
127,立德粉ZnS·BaSO4（也称锌钡白），是一种常用白色颜料，灼烧立德粉样品时，钡的焰色为,黄色,紫色,红色,绿色,D,B
128,化学与生活密切相关。下列叙述错误的是,铝合金大量用于高铁建设,活性炭具有除异味和杀菌作用,高纯硅可用于制作光感电池,碘酒可用于皮肤外用消毒,B,B题目：化学与生活密切相关。下列叙述错误的是A. 铝合金大量用于高铁建设B. 活性炭具有除异味和杀菌作用C. 高纯硅可用于制作光感电池D. 碘酒可用于皮肤外用消毒答案是：B。活性炭确实具有吸附作用，可以去除水中的异味和某些杂质，但不具备杀菌作用。其他选项所述内容都是正确的。
129,我国清代《本草纲目拾遗》中记载药物“鼻冲水”，写道：“贮以玻璃瓶，紧塞其口，勿使泄气，则药力不减，气甚辛烈，触人脑，非有病不可嗅，……，虚弱者忌之。宜外用，勿服。……”这里的“鼻冲水”是指,明矾水,氨水,硝酸,卤水,B,B
130,化学与生活密切相关，下列说法正确的是,大量使用薪柴为燃料，实现低碳生活,用K2FeO4代替Cl2处理饮用水，既有杀菌消毒作用，又有净水作用,CO2、NO2或SO2的排放是形成酸雨的主要原因,使用填埋法处理未经分类的生活垃圾,B,B题目：化学与生活密切相关，下列说法正确的是A. 大量使用薪柴为燃料，实现低碳生活B. 用K2FeO4代替Cl2处理饮用水，既有杀菌消毒作用，又有净水作用C. CO2、NO2或SO2的排放是形成酸雨的主要原因D. 使用填埋法处理未经分类的生活垃圾正确答案是：B。使用K2FeO4代替Cl2处理饮用水，既能起到杀菌消毒的作用，又能通过吸附等过程净化水质。
131,早在古代，我国人民就积累了不少对化学物质变化的认识。例如，晋代炼丹家、医学家葛洪所著《抱朴子》一书中记载有“丹砂烧之成水银，积变又成丹砂”。这句话中的丹砂指的是HgS，下列关于这句话的说法正确的是,“丹砂烧之成水银”过程中还可能产生SO2,这个过程是可逆反应,这个过程发生了复分解反应,这个过程只涉及物理变化,A,A解析：- **“丹砂烧之成水银，积变又成丹砂”** 这句话描述的是硫化汞（HgS）受热分解生成水银（Hg）和二氧化硫（SO2），然后水银和二氧化硫重新结合生成硫化汞的过程。- A选项正确，因为HgS分解时确实会生成SO2。- B选项错误，因为这个过程不是可逆反应，而是分解和再合成的过程。- C选项错误，因为这个过程中涉及的是氧化还原反应，而不是复分解反应。- D选项错误，因为这个过程中发生了化学变化，不仅仅是物理变化。
